station,valid,tmpf,dwpf
RFD,2015-07-25 21:54,89.06,66.92
RFD,2015-07-25 22:54,87.98,66.92
RFD,2015-07-25 23:54,87.08,66.02
RFD,2015-07-26 00:54,82.94,66.92
RFD,2015-07-26 01:54,80.06,68.00
RFD,2015-07-26 02:54,77.00,69.08
RFD,2015-07-26 03:54,75.02,68.00
RFD,2015-07-26 04:54,73.04,68.00
RFD,2015-07-26 05:54,71.96,68.00
RFD,2015-07-26 06:54,71.06,66.92
RFD,2015-07-26 07:54,71.06,66.02
RFD,2015-07-26 08:54,69.98,64.94
RFD,2015-07-26 09:54,69.08,64.94
RFD,2015-07-26 10:54,69.98,64.04
RFD,2015-07-26 11:54,71.06,60.98
RFD,2015-07-26 12:54,71.06,60.08
RFD,2015-07-26 13:54,71.96,62.06
RFD,2015-07-26 14:54,75.92,64.94
RFD,2015-07-26 15:54,75.02,66.02
RFD,2015-07-26 16:54,75.92,68.00
RFD,2015-07-26 17:54,77.00,64.94
RFD,2015-07-26 18:54,75.02,66.92
RFD,2015-07-26 19:54,75.02,64.04
RFD,2015-07-26 20:54,77.00,66.02
RFD,2015-07-26 21:54,78.08,64.04
RFD,2015-07-26 22:54,78.98,64.94
RFD,2015-07-26 23:54,78.08,66.02
RFD,2015-07-27 00:54,78.98,68.00
RFD,2015-07-27 01:54,75.92,68.00
RFD,2015-07-27 02:54,73.94,68.00
RFD,2015-07-27 03:54,71.06,64.04
RFD,2015-07-27 04:54,69.98,62.06
RFD,2015-07-27 05:54,69.98,60.08
RFD,2015-07-27 06:54,69.98,57.92
RFD,2015-07-27 07:54,68.00,59.00
RFD,2015-07-27 08:54,68.00,59.00
RFD,2015-07-27 09:54,66.92,59.00
RFD,2015-07-27 10:54,66.02,60.08
RFD,2015-07-27 11:54,68.00,60.98
RFD,2015-07-27 12:54,73.04,64.94
RFD,2015-07-27 13:54,77.00,68.00
RFD,2015-07-27 14:54,80.96,69.98
RFD,2015-07-27 15:54,82.94,71.06
RFD,2015-07-27 16:54,84.92,69.98
RFD,2015-07-27 17:54,87.08,69.08
RFD,2015-07-27 18:54,89.06,68.00
RFD,2015-07-27 19:54,89.06,68.00
RFD,2015-07-27 20:54,87.98,66.02
RFD,2015-07-27 21:54,87.08,64.94
RFD,2015-07-27 22:54,84.92,64.94
RFD,2015-07-27 23:54,82.94,64.04
RFD,2015-07-28 00:54,80.06,62.06
RFD,2015-07-28 01:54,77.00,62.96
RFD,2015-07-28 02:54,75.02,64.04
RFD,2015-07-28 03:54,73.94,64.04
RFD,2015-07-28 04:54,71.96,62.96
RFD,2015-07-28 05:54,71.06,62.96
RFD,2015-07-28 06:54,71.06,62.96
RFD,2015-07-28 07:54,69.98,62.96
RFD,2015-07-28 08:54,69.08,62.96
RFD,2015-07-28 09:54,69.08,62.96
RFD,2015-07-28 10:54,69.08,62.96
RFD,2015-07-28 11:54,71.06,64.04
RFD,2015-07-28 12:54,73.94,64.94
RFD,2015-07-28 13:54,77.00,66.02
RFD,2015-07-28 14:54,78.98,68.00
RFD,2015-07-28 15:54,82.94,71.06
RFD,2015-07-28 16:54,84.92,71.96
RFD,2015-07-28 17:54,84.02,71.06
RFD,2015-07-28 18:54,84.92,73.04
RFD,2015-07-28 19:54,86.00,73.04
RFD,2015-07-28 20:54,84.02,73.04
RFD,2015-07-28 21:54,84.92,73.94
RFD,2015-07-28 22:54,84.92,73.94
RFD,2015-07-28 23:54,82.94,73.04
RFD,2015-07-29 00:54,80.96,71.96
RFD,2015-07-29 01:54,80.06,71.96
RFD,2015-07-29 02:54,78.08,71.96
RFD,2015-07-29 03:54,77.00,73.04
RFD,2015-07-29 04:54,75.92,71.96
RFD,2015-07-29 05:05,77.00,71.96
RFD,2015-07-29 05:20,75.92,71.06
RFD,2015-07-29 05:54,75.02,71.06
RFD,2015-07-29 06:54,73.94,71.06
RFD,2015-07-29 07:54,73.94,69.98
RFD,2015-07-29 08:54,73.94,69.98
RFD,2015-07-29 09:54,73.94,71.06
RFD,2015-07-29 10:54,75.02,71.96
RFD,2015-07-29 11:03,75.02,71.96
RFD,2015-07-29 11:19,75.02,71.06
RFD,2015-07-29 11:54,75.02,71.06
RFD,2015-07-29 12:04,75.92,71.06
RFD,2015-07-29 12:41,75.02,69.98
RFD,2015-07-29 12:54,75.02,69.08
RFD,2015-07-29 13:54,78.08,64.94
RFD,2015-07-29 14:54,78.98,62.06
RFD,2015-07-29 15:54,80.06,55.94
RFD,2015-07-29 16:54,82.04,51.08
RFD,2015-07-29 17:54,84.02,53.06
RFD,2015-07-29 18:54,84.92,53.06
RFD,2015-07-29 19:54,86.00,53.96
RFD,2015-07-29 20:54,84.92,53.96
RFD,2015-07-29 21:54,84.02,53.06
RFD,2015-07-29 22:54,82.94,55.04
RFD,2015-07-29 23:54,80.96,53.96
RFD,2015-07-30 00:54,75.92,55.04
RFD,2015-07-30 01:54,73.04,57.92
RFD,2015-07-30 02:54,69.08,57.92
RFD,2015-07-30 03:54,68.00,57.02
RFD,2015-07-30 04:54,66.92,57.92
RFD,2015-07-30 05:54,66.02,57.92
RFD,2015-07-30 06:54,66.02,57.92
RFD,2015-07-30 07:54,64.94,57.92
RFD,2015-07-30 08:54,62.96,57.02
RFD,2015-07-30 09:54,64.04,57.02
RFD,2015-07-30 10:54,64.04,57.02
RFD,2015-07-30 11:54,66.02,57.92
RFD,2015-07-30 12:54,71.06,57.92
RFD,2015-07-30 13:54,75.02,59.00
RFD,2015-07-30 14:54,78.98,60.08
RFD,2015-07-30 15:54,82.94,57.92
RFD,2015-07-30 16:54,84.92,55.04
RFD,2015-07-30 17:54,86.00,55.04
RFD,2015-07-30 18:54,87.08,51.08
RFD,2015-07-30 19:54,87.98,53.96
RFD,2015-07-30 20:54,87.98,55.04
RFD,2015-07-30 21:54,87.08,55.04
RFD,2015-07-30 22:54,84.92,60.08
RFD,2015-07-30 23:54,84.02,60.98
RFD,2015-07-31 00:54,78.98,60.08
RFD,2015-07-31 01:54,73.94,60.08
RFD,2015-07-31 02:54,71.96,59.00
RFD,2015-07-31 03:54,71.06,57.92
RFD,2015-07-31 04:54,71.06,57.92
RFD,2015-07-31 05:54,68.00,57.92
RFD,2015-07-31 06:54,66.92,57.92
RFD,2015-07-31 07:54,64.94,57.92
RFD,2015-07-31 08:54,62.06,57.92
RFD,2015-07-31 09:54,62.06,57.92
RFD,2015-07-31 10:54,62.96,57.92
RFD,2015-07-31 11:54,69.08,62.96
RFD,2015-07-31 12:54,73.04,64.94
RFD,2015-07-31 13:54,77.00,64.04
RFD,2015-07-31 14:54,80.06,62.06
RFD,2015-07-31 15:54,82.94,60.08
RFD,2015-07-31 16:54,84.92,55.04
RFD,2015-07-31 17:54,84.92,55.94
RFD,2015-07-31 18:54,84.92,51.98
RFD,2015-07-31 19:54,84.92,50.00
RFD,2015-07-31 20:54,84.92,50.00
RFD,2015-07-31 21:54,84.92,48.92
RFD,2015-07-31 22:54,82.94,46.94
RFD,2015-07-31 23:54,80.96,46.94
RFD,2015-08-01 00:54,77.00,48.92
RFD,2015-08-01 01:54,71.96,50.00
RFD,2015-08-01 02:54,68.00,51.98
RFD,2015-08-01 03:54,66.92,53.06
RFD,2015-08-01 04:54,62.96,53.96
RFD,2015-08-01 05:54,62.96,53.96
RFD,2015-08-01 06:54,62.06,53.96
RFD,2015-08-01 07:54,60.98,53.96
RFD,2015-08-01 08:54,60.98,53.96
RFD,2015-08-01 09:54,59.00,53.06
RFD,2015-08-01 10:54,57.02,53.06
RFD,2015-08-01 11:54,59.00,55.04
RFD,2015-08-01 12:54,62.96,57.92
RFD,2015-08-01 13:54,69.08,59.00
RFD,2015-08-01 14:54,75.92,60.98
RFD,2015-08-01 15:54,80.06,57.92
RFD,2015-08-01 16:54,82.94,55.94
RFD,2015-08-01 17:54,84.92,57.92
RFD,2015-08-01 18:54,84.92,57.92
RFD,2015-08-01 19:54,86.00,59.00
RFD,2015-08-01 20:54,86.00,60.98
RFD,2015-08-01 21:54,84.92,62.96
RFD,2015-08-01 22:54,82.94,64.94
RFD,2015-08-01 23:54,80.96,64.04
RFD,2015-08-02 00:54,78.98,64.94
RFD,2015-08-02 01:54,73.94,64.94
RFD,2015-08-02 02:54,71.96,64.94
RFD,2015-08-02 03:54,69.98,64.94
RFD,2015-08-02 04:54,69.08,64.04
RFD,2015-08-02 05:54,69.08,64.04
RFD,2015-08-02 06:54,68.00,64.04
RFD,2015-08-02 07:54,69.08,64.94
RFD,2015-08-02 08:54,69.08,66.02
RFD,2015-08-02 09:54,69.08,66.02
RFD,2015-08-02 10:54,69.98,66.02
RFD,2015-08-02 11:54,69.98,66.92
RFD,2015-08-02 12:54,73.04,68.00
RFD,2015-08-02 13:54,78.98,69.08
RFD,2015-08-02 14:54,82.04,64.94
RFD,2015-08-02 15:54,84.02,64.04
RFD,2015-08-02 16:54,87.08,66.02
RFD,2015-08-02 17:54,87.98,68.00
RFD,2015-08-02 18:54,89.06,68.00
RFD,2015-08-02 19:54,89.96,69.08
RFD,2015-08-02 20:54,89.96,69.98
RFD,2015-08-02 21:54,89.06,69.98
RFD,2015-08-02 22:54,87.98,71.06
RFD,2015-08-02 23:54,87.08,71.06
RFD,2015-08-03 00:54,84.92,71.96
RFD,2015-08-03 01:54,82.94,73.04
RFD,2015-08-03 02:06,82.94,73.04
RFD,2015-08-03 02:54,82.04,73.04
RFD,2015-08-03 03:54,80.96,66.02
RFD,2015-08-03 04:18,80.06,64.04
RFD,2015-08-03 04:54,77.00,62.96
RFD,2015-08-03 05:54,73.94,64.04
RFD,2015-08-03 06:54,71.96,64.04
RFD,2015-08-03 07:54,69.98,64.94
RFD,2015-08-03 08:54,69.98,62.96
RFD,2015-08-03 09:54,69.98,60.98
RFD,2015-08-03 10:54,66.92,60.08
RFD,2015-08-03 11:54,68.00,60.08
RFD,2015-08-03 12:54,69.08,57.02
RFD,2015-08-03 13:54,73.04,53.06
RFD,2015-08-03 14:54,75.92,51.08
RFD,2015-08-03 15:54,78.08,46.04
RFD,2015-08-03 16:54,78.98,46.94
RFD,2015-08-03 17:54,80.96,46.94
RFD,2015-08-03 18:54,80.96,50.00
RFD,2015-08-03 19:54,82.04,48.02
RFD,2015-08-03 20:54,80.96,48.02
RFD,2015-08-03 21:54,80.96,50.00
RFD,2015-08-03 22:54,80.06,50.00
RFD,2015-08-03 23:54,78.98,50.00
RFD,2015-08-04 00:54,73.94,53.06
RFD,2015-08-04 01:54,69.98,55.04
RFD,2015-08-04 02:54,66.92,55.04
RFD,2015-08-04 03:54,64.04,55.94
RFD,2015-08-04 04:54,64.94,55.94
RFD,2015-08-04 05:54,62.96,55.04
RFD,2015-08-04 06:54,60.98,55.04
RFD,2015-08-04 07:54,59.00,53.96
RFD,2015-08-04 08:54,59.00,55.04
RFD,2015-08-04 09:54,57.02,53.06
RFD,2015-08-04 10:54,57.02,53.06
RFD,2015-08-04 11:54,57.92,53.96
RFD,2015-08-04 12:54,62.06,57.02
RFD,2015-08-04 13:54,69.98,57.02
RFD,2015-08-04 14:54,75.92,55.94
RFD,2015-08-04 15:54,78.08,55.04
RFD,2015-08-04 16:54,78.98,55.04
RFD,2015-08-04 17:54,78.98,53.96
RFD,2015-08-04 18:54,80.96,53.06
RFD,2015-08-04 19:54,80.96,53.06
RFD,2015-08-04 20:54,82.04,50.00
RFD,2015-08-04 21:54,80.06,51.08
RFD,2015-08-04 22:54,78.98,51.98
RFD,2015-08-04 23:54,75.92,53.06
RFD,2015-08-05 00:54,71.96,53.06
RFD,2015-08-05 01:54,68.00,57.92
RFD,2015-08-05 02:54,66.02,55.94
RFD,2015-08-05 03:54,64.94,57.02
RFD,2015-08-05 04:54,62.06,57.02
RFD,2015-08-05 05:54,62.06,57.02
RFD,2015-08-05 06:54,59.00,55.04
RFD,2015-08-05 07:54,57.02,53.96
RFD,2015-08-05 08:54,57.92,55.04
RFD,2015-08-05 09:54,57.92,53.96
RFD,2015-08-05 10:54,57.02,53.06
RFD,2015-08-05 11:54,59.00,55.04
RFD,2015-08-05 12:54,62.96,57.92
RFD,2015-08-05 13:54,69.98,59.00
RFD,2015-08-05 14:54,75.02,55.94
RFD,2015-08-05 15:54,78.98,53.96
RFD,2015-08-05 16:54,80.96,51.08
RFD,2015-08-05 17:54,82.94,53.06
RFD,2015-08-05 18:54,80.96,51.98
RFD,2015-08-05 19:54,82.04,53.96
RFD,2015-08-05 20:54,82.94,53.06
RFD,2015-08-05 21:54,80.96,55.04
RFD,2015-08-05 22:54,80.06,55.04
RFD,2015-08-05 23:54,78.08,55.94
RFD,2015-08-06 00:54,75.02,57.92
RFD,2015-08-06 01:54,71.96,59.00
RFD,2015-08-06 02:54,69.98,59.00
RFD,2015-08-06 03:54,68.00,60.98
RFD,2015-08-06 04:54,66.92,62.06
RFD,2015-08-06 05:54,66.02,62.06
RFD,2015-08-06 06:54,64.94,60.08
RFD,2015-08-06 07:54,64.04,60.08
RFD,2015-08-06 08:54,62.96,59.00
RFD,2015-08-06 09:54,62.96,59.00
RFD,2015-08-06 10:54,62.96,59.00
RFD,2015-08-06 11:54,64.04,59.00
RFD,2015-08-06 12:54,66.92,59.00
RFD,2015-08-06 13:54,73.04,59.00
RFD,2015-08-06 14:54,78.08,57.92
RFD,2015-08-06 15:54,80.06,57.92
RFD,2015-08-06 16:54,78.98,57.02
RFD,2015-08-06 17:54,82.94,57.02
RFD,2015-08-06 18:54,84.02,55.04
RFD,2015-08-06 19:54,82.94,55.94
RFD,2015-08-06 20:54,82.94,57.02
RFD,2015-08-06 21:54,84.02,57.02
RFD,2015-08-06 22:54,80.96,57.02
RFD,2015-08-06 23:54,80.06,57.02
RFD,2015-08-07 00:54,77.00,57.92
RFD,2015-08-07 01:54,73.94,57.92
RFD,2015-08-07 02:54,71.06,57.02
RFD,2015-08-07 03:54,69.98,55.94
RFD,2015-08-07 04:54,66.92,57.02
RFD,2015-08-07 05:54,66.02,57.92
RFD,2015-08-07 06:54,64.94,57.92
RFD,2015-08-07 07:54,64.04,57.92
RFD,2015-08-07 08:54,64.94,57.92
RFD,2015-08-07 09:54,62.96,57.92
RFD,2015-08-07 10:54,62.96,59.00
RFD,2015-08-07 11:54,64.04,59.00
RFD,2015-08-07 12:16,64.94,60.08
RFD,2015-08-07 12:54,68.00,60.98
RFD,2015-08-07 13:54,73.04,62.06
RFD,2015-08-07 14:54,77.00,60.08
RFD,2015-08-07 15:54,80.06,55.94
RFD,2015-08-07 16:54,80.96,57.92
RFD,2015-08-07 17:54,80.06,59.00
RFD,2015-08-07 18:54,82.04,57.92
RFD,2015-08-07 19:54,82.04,59.00
RFD,2015-08-07 20:54,80.96,59.00
RFD,2015-08-07 21:54,82.04,60.98
RFD,2015-08-07 22:54,82.04,62.06
RFD,2015-08-07 23:54,80.06,62.06
RFD,2015-08-08 00:54,75.92,62.06
RFD,2015-08-08 01:54,73.04,62.06
RFD,2015-08-08 02:54,71.06,62.06
RFD,2015-08-08 03:54,69.98,62.06
RFD,2015-08-08 04:54,69.98,62.96
RFD,2015-08-08 05:54,69.08,62.06
RFD,2015-08-08 06:54,68.00,62.06
RFD,2015-08-08 07:54,66.02,62.06
RFD,2015-08-08 08:54,66.02,62.06
RFD,2015-08-08 09:54,66.92,64.04
RFD,2015-08-08 10:54,66.02,64.04
RFD,2015-08-08 11:16,64.04,62.06
RFD,2015-08-08 11:31,64.94,62.96
RFD,2015-08-08 11:54,69.08,64.94
RFD,2015-08-08 12:54,71.06,64.04
RFD,2015-08-08 13:54,73.04,64.04
RFD,2015-08-08 14:54,75.02,64.04
RFD,2015-08-08 15:47,73.94,62.96
RFD,2015-08-08 15:54,73.94,62.96
RFD,2015-08-08 16:54,77.00,62.96
RFD,2015-08-08 17:47,75.92,62.96
RFD,2015-08-08 17:54,75.02,62.96
RFD,2015-08-08 18:54,73.94,62.96
RFD,2015-08-08 19:11,73.94,62.96
RFD,2015-08-08 19:54,73.04,62.06
RFD,2015-08-08 20:54,73.04,62.06
RFD,2015-08-08 21:54,71.96,62.06
RFD,2015-08-08 22:54,73.04,62.96
RFD,2015-08-08 23:54,73.04,62.96
RFD,2015-08-09 00:54,71.96,62.96
RFD,2015-08-09 01:54,69.08,62.96
RFD,2015-08-09 02:54,68.00,62.96
RFD,2015-08-09 03:54,68.00,62.96
RFD,2015-08-09 04:54,66.02,62.96
RFD,2015-08-09 05:54,66.02,62.96
RFD,2015-08-09 06:54,66.92,62.96
RFD,2015-08-09 07:54,66.02,62.96
RFD,2015-08-09 08:54,66.92,64.04
RFD,2015-08-09 09:54,66.02,62.96
RFD,2015-08-09 10:54,66.02,62.96
RFD,2015-08-09 11:54,66.92,64.04
RFD,2015-08-09 12:54,66.92,64.04
RFD,2015-08-09 13:54,68.00,64.04
RFD,2015-08-09 14:54,69.98,64.94
RFD,2015-08-09 15:54,71.06,66.92
RFD,2015-08-09 16:51,73.40,66.20
RFD,2015-08-09 16:54,73.04,66.02
RFD,2015-08-09 17:54,78.08,66.92
RFD,2015-08-09 18:37,78.98,66.02
RFD,2015-08-09 18:54,80.06,66.02
RFD,2015-08-09 19:54,78.98,64.94
RFD,2015-08-09 20:54,78.08,64.04
RFD,2015-08-09 21:54,78.08,64.94
RFD,2015-08-09 22:54,78.08,66.02
RFD,2015-08-09 23:50,75.20,66.20
RFD,2015-08-09 23:54,75.92,66.02
RFD,2015-08-10 00:22,75.92,66.02
RFD,2015-08-10 00:54,73.94,66.02
RFD,2015-08-10 01:54,71.96,66.02
RFD,2015-08-10 02:54,71.06,66.92
RFD,2015-08-10 03:54,69.98,66.02
RFD,2015-08-10 04:54,69.08,64.94
RFD,2015-08-10 05:54,66.92,64.04
RFD,2015-08-10 06:54,68.00,64.94
RFD,2015-08-10 07:12,68.00,64.04
RFD,2015-08-10 07:54,66.02,64.04
RFD,2015-08-10 08:23,66.02,64.04
RFD,2015-08-10 08:54,66.02,62.96
RFD,2015-08-10 09:54,66.02,62.96
RFD,2015-08-10 10:14,66.02,64.04
RFD,2015-08-10 10:45,66.92,64.04
RFD,2015-08-10 10:54,66.92,64.04
RFD,2015-08-10 11:45,66.02,62.96
RFD,2015-08-10 11:54,66.92,64.04
RFD,2015-08-10 12:54,71.96,66.92
RFD,2015-08-10 13:54,77.00,68.00
RFD,2015-08-10 14:54,78.98,68.00
RFD,2015-08-10 15:54,78.98,69.08
RFD,2015-08-10 16:27,77.00,69.98
RFD,2015-08-10 16:42,75.02,69.08
RFD,2015-08-10 16:50,71.60,68.00
RFD,2015-08-10 16:54,71.96,68.00
RFD,2015-08-10 17:24,73.04,69.08
RFD,2015-08-10 17:54,77.00,69.98
RFD,2015-08-10 18:54,86.00,66.02
RFD,2015-08-10 19:54,84.02,66.02
RFD,2015-08-10 20:54,77.00,64.94
RFD,2015-08-10 21:54,82.04,66.02
RFD,2015-08-10 22:54,80.06,64.94
RFD,2015-08-10 23:54,80.96,64.94
RFD,2015-08-11 00:54,77.00,66.02
RFD,2015-08-11 01:54,75.02,66.02
RFD,2015-08-11 02:54,73.94,60.98
RFD,2015-08-11 03:54,71.06,60.98
RFD,2015-08-11 04:54,69.98,60.98
RFD,2015-08-11 05:54,68.00,59.00
RFD,2015-08-11 06:54,66.92,59.00
RFD,2015-08-11 07:54,66.02,59.00
RFD,2015-08-11 08:54,64.94,57.92
RFD,2015-08-11 09:54,64.04,57.92
RFD,2015-08-11 10:54,62.06,57.02
RFD,2015-08-11 11:54,64.94,57.92
RFD,2015-08-11 12:54,69.08,59.00
RFD,2015-08-11 13:54,73.04,60.08
RFD,2015-08-11 14:54,75.92,60.98
RFD,2015-08-11 15:54,78.80,60.80
RFD,2015-08-11 16:54,80.96,57.02
RFD,2015-08-11 17:54,82.94,57.02
RFD,2015-08-11 18:54,84.02,55.94
RFD,2015-08-11 19:54,82.94,55.94
RFD,2015-08-11 20:54,84.02,53.06
RFD,2015-08-11 21:54,84.02,55.04
RFD,2015-08-11 22:54,82.04,55.04
RFD,2015-08-11 23:54,80.06,55.94
RFD,2015-08-12 00:54,75.92,57.02
RFD,2015-08-12 01:54,75.02,59.00
RFD,2015-08-12 02:54,69.08,62.06
RFD,2015-08-12 03:54,66.92,60.98
RFD,2015-08-12 04:38,68.00,60.08
RFD,2015-08-12 04:54,66.92,60.08
RFD,2015-08-12 05:54,66.02,60.08
RFD,2015-08-12 06:54,64.04,60.08
RFD,2015-08-12 07:54,62.96,57.92
RFD,2015-08-12 08:54,62.06,57.92
RFD,2015-08-12 09:54,62.06,57.02
RFD,2015-08-12 10:54,60.98,57.02
RFD,2015-08-12 11:54,62.96,57.92
RFD,2015-08-12 12:54,66.92,59.00
RFD,2015-08-12 13:54,71.06,60.98
RFD,2015-08-12 14:54,73.94,60.98
RFD,2015-08-12 15:54,77.00,60.98
RFD,2015-08-12 16:54,80.06,57.92
RFD,2015-08-12 17:54,80.06,53.96
RFD,2015-08-12 18:54,80.96,55.04
RFD,2015-08-12 19:54,82.94,53.96
RFD,2015-08-12 20:54,82.94,53.96
RFD,2015-08-12 21:54,82.04,53.96
RFD,2015-08-12 22:54,82.04,55.04
RFD,2015-08-12 23:54,80.06,55.94
RFD,2015-08-13 00:54,75.92,59.00
RFD,2015-08-13 01:54,71.96,60.08
RFD,2015-08-13 02:54,69.08,60.98
RFD,2015-08-13 03:54,66.92,60.08
RFD,2015-08-13 04:54,66.02,60.08
RFD,2015-08-13 05:54,64.94,59.00
RFD,2015-08-13 06:54,64.04,59.00
RFD,2015-08-13 07:54,62.96,59.00
RFD,2015-08-13 08:54,62.96,59.00
RFD,2015-08-13 09:54,62.06,57.92
RFD,2015-08-13 10:54,60.98,57.92
RFD,2015-08-13 11:54,62.06,59.00
RFD,2015-08-13 12:54,66.92,60.08
RFD,2015-08-13 13:54,73.94,60.98
RFD,2015-08-13 14:54,73.94,60.08
RFD,2015-08-13 15:54,75.92,60.98
RFD,2015-08-13 16:54,80.96,60.98
RFD,2015-08-13 17:54,82.04,60.08
RFD,2015-08-13 18:54,84.92,60.08
RFD,2015-08-13 19:54,82.94,60.98
RFD,2015-08-13 20:54,84.02,60.08
RFD,2015-08-13 21:54,82.94,60.98
RFD,2015-08-13 22:54,82.04,62.96
RFD,2015-08-13 23:54,80.96,64.94
RFD,2015-08-14 00:54,78.98,64.94
RFD,2015-08-14 01:54,77.00,64.04
RFD,2015-08-14 02:54,75.92,64.94
RFD,2015-08-14 03:54,73.04,64.94
RFD,2015-08-14 04:54,71.96,64.94
RFD,2015-08-14 05:54,71.06,64.94
RFD,2015-08-14 06:54,71.06,64.94
RFD,2015-08-14 07:54,71.06,66.02
RFD,2015-08-14 08:54,71.06,66.02
RFD,2015-08-14 09:54,69.98,66.02
RFD,2015-08-14 10:54,69.98,66.02
RFD,2015-08-14 11:54,69.98,66.02
RFD,2015-08-14 12:54,71.06,66.02
RFD,2015-08-14 13:54,71.06,66.92
RFD,2015-08-14 14:54,73.94,66.92
RFD,2015-08-14 15:54,77.00,68.00
RFD,2015-08-14 16:54,80.96,69.98
RFD,2015-08-14 17:54,82.94,69.98
RFD,2015-08-14 18:54,87.98,66.92
RFD,2015-08-14 19:54,89.96,64.94
RFD,2015-08-14 20:54,91.04,64.94
RFD,2015-08-14 21:54,89.06,64.94
RFD,2015-08-14 22:54,87.08,69.08
RFD,2015-08-14 23:54,84.92,69.98
RFD,2015-08-15 00:54,82.04,69.98
RFD,2015-08-15 01:54,80.06,71.06
RFD,2015-08-15 02:54,78.98,66.92
RFD,2015-08-15 03:54,73.94,62.06
RFD,2015-08-15 04:14,73.04,62.06
RFD,2015-08-15 04:54,71.96,62.96
RFD,2015-08-15 05:54,69.08,64.04
RFD,2015-08-15 06:54,68.00,62.06
RFD,2015-08-15 07:54,68.00,62.06
RFD,2015-08-15 08:54,69.08,60.98
RFD,2015-08-15 09:54,66.92,60.98
RFD,2015-08-15 10:54,66.02,60.98
RFD,2015-08-15 11:54,68.00,62.06
RFD,2015-08-15 12:54,71.96,62.96
RFD,2015-08-15 13:54,75.02,66.02
RFD,2015-08-15 14:54,80.96,69.08
RFD,2015-08-15 15:54,84.92,71.06
RFD,2015-08-15 16:54,89.96,71.06
RFD,2015-08-15 17:54,89.96,69.98
RFD,2015-08-15 18:27,91.04,69.98
RFD,2015-08-15 18:52,89.60,69.80
RFD,2015-08-15 18:54,91.04,69.08
RFD,2015-08-15 19:54,84.92,71.06
RFD,2015-08-15 20:08,84.92,71.06
RFD,2015-08-15 20:54,89.06,69.98
RFD,2015-08-15 21:54,89.06,69.08
RFD,2015-08-15 22:54,87.08,68.00
RFD,2015-08-15 23:54,84.92,69.98
RFD,2015-08-16 00:54,82.04,69.98
RFD,2015-08-16 01:54,78.08,69.98
RFD,2015-08-16 02:54,77.00,69.98
RFD,2015-08-16 03:54,73.94,69.08
RFD,2015-08-16 04:54,73.04,68.00
RFD,2015-08-16 05:54,71.96,68.00
RFD,2015-08-16 06:54,71.06,66.92
RFD,2015-08-16 07:54,69.98,66.92
RFD,2015-08-16 08:54,69.08,66.02
RFD,2015-08-16 09:54,69.08,66.02
RFD,2015-08-16 10:54,68.00,64.94
RFD,2015-08-16 11:54,69.08,66.02
RFD,2015-08-16 12:54,73.04,68.00
RFD,2015-08-16 13:54,78.98,69.08
RFD,2015-08-16 14:54,82.94,68.00
RFD,2015-08-16 15:54,86.00,69.08
RFD,2015-08-16 16:54,87.08,68.00
RFD,2015-08-16 17:54,87.98,68.00
RFD,2015-08-16 18:54,89.96,66.92
RFD,2015-08-16 19:54,89.96,66.02
RFD,2015-08-16 20:54,89.96,66.02
RFD,2015-08-16 21:54,89.06,64.94
RFD,2015-08-16 22:54,87.08,64.04
RFD,2015-08-16 23:54,82.94,66.92
RFD,2015-08-17 00:54,78.08,66.02
RFD,2015-08-17 01:54,75.02,66.92
RFD,2015-08-17 02:54,73.04,66.92
RFD,2015-08-17 03:54,71.96,66.02
RFD,2015-08-17 04:54,71.06,66.02
RFD,2015-08-17 05:54,69.98,66.02
RFD,2015-08-17 06:54,69.08,64.94
RFD,2015-08-17 07:54,69.08,64.94
RFD,2015-08-17 08:54,69.08,64.94
RFD,2015-08-17 09:54,68.00,64.94
RFD,2015-08-17 10:54,68.00,64.94
RFD,2015-08-17 11:54,69.98,66.02
RFD,2015-08-17 12:54,71.96,66.92
RFD,2015-08-17 13:54,77.00,68.00
RFD,2015-08-17 14:54,82.94,68.00
RFD,2015-08-17 15:54,86.00,66.92
RFD,2015-08-17 16:54,87.08,66.92
RFD,2015-08-17 17:54,89.06,66.02
RFD,2015-08-17 18:54,89.96,64.04
RFD,2015-08-17 19:54,87.08,64.04
RFD,2015-08-17 20:54,86.00,69.08
RFD,2015-08-17 21:38,80.06,66.02
RFD,2015-08-17 21:54,78.98,64.94
RFD,2015-08-17 22:54,77.00,64.94
RFD,2015-08-17 23:27,66.92,60.98
RFD,2015-08-17 23:48,68.00,64.40
RFD,2015-08-17 23:54,69.08,64.94
RFD,2015-08-18 00:40,69.08,64.04
RFD,2015-08-18 00:54,69.08,64.94
RFD,2015-08-18 01:54,69.08,64.94
RFD,2015-08-18 02:54,68.00,64.04
RFD,2015-08-18 03:54,68.00,64.94
RFD,2015-08-18 04:54,69.08,64.94
RFD,2015-08-18 05:54,69.08,66.02
RFD,2015-08-18 06:54,69.08,64.94
RFD,2015-08-18 07:54,68.00,66.02
RFD,2015-08-18 08:54,68.00,66.02
RFD,2015-08-18 09:54,68.00,64.94
RFD,2015-08-18 10:54,68.00,64.94
RFD,2015-08-18 11:54,66.92,64.94
RFD,2015-08-18 12:28,68.00,64.94
RFD,2015-08-18 12:39,69.08,64.94
RFD,2015-08-18 12:54,69.08,64.94
RFD,2015-08-18 13:06,69.98,66.02
RFD,2015-08-18 13:54,71.96,66.02
